job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,years_experience
AI Product Manager,75031,SE,PT,China,S,100,"Hadoop, Python, Computer Vision, NLP",5
NLP Engineer,109340,MI,FT,United States,M,0,"Data Visualization, PyTorch, Mathematics, Computer Vision",2
Data Scientist,94406,MI,FL,Switzerland,S,0,"Scala, Python, GCP, Docker",3
Machine Learning Engineer,125758,MI,CT,United States,L,100,"AWS, Java, MLOps",4
AI Research Scientist,70196,MI,CT,China,M,100,"PyTorch, TensorFlow, Statistics, Spark",2
ML Ops Engineer,98487,EN,CT,Switzerland,L,50,"Kubernetes, Spark, MLOps",0
Autonomous Systems Engineer,198730,EX,FT,Netherlands,M,0,"Docker, SQL, Azure, Hadoop, Deep Learning",17
Machine Learning Engineer,61132,MI,CT,Japan,M,0,"TensorFlow, GCP, Linux",2
Research Scientist,37133,EN,CT,South Korea,S,0,"AWS, R, Statistics, Hadoop",0
NLP Engineer,86443,EN,FL,Denmark,S,100,"TensorFlow, PyTorch, Azure",1
Deep Learning Engineer,77498,SE,PT,Ireland,M,0,"Kubernetes, Python, Mathematics, Scala",9
Machine Learning Researcher,83094,SE,FT,Japan,S,50,"Java, Mathematics, Deep Learning",5
AI Product Manager,35197,EN,FT,Japan,S,50,"Linux, Hadoop, Spark, Statistics, R",1
Computer Vision Engineer,140278,SE,CT,Sweden,M,50,"Scala, Java, Data Visualization, GCP, R",9
Robotics Engineer,85861,EN,CT,United Kingdom,L,50,"Mathematics, Git, NLP, Computer Vision, Deep Learning",1
Data Scientist,149846,SE,CT,Netherlands,M,0,"Tableau, Mathematics, Azure",7
AI Specialist,93779,MI,FT,United Kingdom,S,50,"Data Visualization, SQL, Python",4
Machine Learning Engineer,75605,MI,FT,Canada,M,50,"Python, GCP, TensorFlow, Java, SQL",4
Autonomous Systems Engineer,207463,EX,FT,Singapore,L,50,"Java, PyTorch, SQL, NLP, TensorFlow",17
Deep Learning Engineer,80171,SE,FL,Israel,S,0,"TensorFlow, Python, GCP",9
Computer Vision Engineer,82542,EN,FL,Singapore,M,50,"Deep Learning, Python, TensorFlow, GCP",1
Data Analyst,76070,MI,CT,Japan,M,100,"NLP, TensorFlow, AWS, Python, Scala",3
Machine Learning Researcher,284282,EX,FT,United States,L,0,"Kubernetes, Scala, Deep Learning, Mathematics, Spark",13
Principal Data Scientist,116501,SE,PT,South Korea,L,0,"PyTorch, TensorFlow, R, Computer Vision",7
Principal Data Scientist,34731,EN,PT,South Korea,S,0,"Java, Python, TensorFlow, Scala, PyTorch",0
Deep Learning Engineer,69318,EN,FL,Sweden,S,50,"Python, Spark, Kubernetes",0
AI Research Scientist,39939,EN,CT,China,S,0,"Scala, Linux, MLOps",1
Robotics Engineer,50892,MI,CT,China,S,50,"Git, SQL, GCP",3
AI Specialist,109417,MI,PT,Sweden,L,50,"Tableau, Computer Vision, Statistics, MLOps",2
Machine Learning Researcher,50703,MI,FL,Japan,S,50,"Docker, GCP, PyTorch",2
Data Engineer,59023,EN,CT,Israel,L,100,"Linux, Docker, MLOps, AWS, Azure",1
Principal Data Scientist,74076,EN,PT,Denmark,M,50,"Python, PyTorch, MLOps, SQL, Data Visualization",1
AI Architect,42837,EN,FL,China,S,50,"GCP, MLOps, TensorFlow",0
NLP Engineer,103110,MI,PT,United Kingdom,S,0,"TensorFlow, Python, Linux, Mathematics",3
Deep Learning Engineer,117984,SE,PT,United Kingdom,M,50,"Scala, Docker, AWS, Kubernetes, Python",7
AI Research Scientist,178756,SE,FL,Norway,L,0,"Linux, GCP, MLOps",8
AI Software Engineer,132253,SE,FT,Switzerland,S,0,"GCP, Spark, SQL",5
Data Analyst,110592,EX,PT,Israel,S,100,"Spark, Docker, Linux, Tableau, AWS",17
Machine Learning Engineer,91571,SE,FT,Finland,L,50,"R, Hadoop, Data Visualization",5
Autonomous Systems Engineer,63941,MI,FL,India,L,0,"Python, Hadoop, Scala, Git",4
NLP Engineer,45303,EN,FT,Japan,L,50,"Azure, Linux, Mathematics, Tableau",0
Machine Learning Researcher,231990,EX,CT,Singapore,S,0,"Hadoop, Computer Vision, Java, Mathematics, Deep Learning",13
Data Analyst,96415,SE,PT,Finland,M,0,"Python, NLP, SQL, Linux",9
ML Ops Engineer,68724,EN,FT,Sweden,L,0,"GCP, Spark, Hadoop",1
AI Architect,39127,EN,PT,Israel,M,100,"Data Visualization, SQL, Hadoop, GCP, Deep Learning",1
Computer Vision Engineer,94480,MI,FT,Singapore,M,50,"SQL, Statistics, Kubernetes",4
AI Consultant,198321,EX,CT,Denmark,M,50,"GCP, Kubernetes, Java",17
Data Analyst,88938,MI,FT,Ireland,L,100,"Python, MLOps, NLP, Java, GCP",2
ML Ops Engineer,106404,SE,CT,India,L,100,"Kubernetes, MLOps, Python",9
Deep Learning Engineer,92286,SE,FL,Ireland,S,0,"Python, TensorFlow, Linux",9
Research Scientist,141970,SE,FL,France,L,0,"NLP, SQL, Python, Deep Learning, TensorFlow",6
AI Architect,60128,MI,PT,Japan,M,100,"GCP, Hadoop, AWS, Statistics, SQL",4
NLP Engineer,85502,EN,CT,Germany,L,50,"Deep Learning, Mathematics, TensorFlow, Tableau, Data Visualization",1
AI Specialist,128116,SE,FT,Canada,S,100,"Deep Learning, AWS, Computer Vision, Hadoop, R",6
AI Software Engineer,156174,EX,FL,Austria,L,100,"Azure, Docker, Linux, Tableau",15
AI Research Scientist,104170,SE,FL,France,M,100,"Mathematics, AWS, Statistics, PyTorch",9
AI Architect,199683,EX,CT,Sweden,M,100,"PyTorch, TensorFlow, Mathematics",16
Data Analyst,97546,EN,FT,Singapore,L,50,"Deep Learning, Python, MLOps",1
Machine Learning Researcher,67132,MI,PT,China,M,50,"Python, SQL, Hadoop, Kubernetes",4
Head of AI,77506,MI,FT,Israel,M,50,"R, Linux, NLP, Mathematics, Statistics",2
AI Research Scientist,74078,EN,FT,Norway,S,100,"Linux, SQL, Deep Learning, MLOps",1
AI Product Manager,65940,MI,FL,Finland,L,50,"Linux, Python, SQL",3
AI Research Scientist,82425,MI,PT,Australia,M,0,"SQL, AWS, Deep Learning, PyTorch, Computer Vision",4
AI Research Scientist,53780,EN,FT,Germany,M,100,"Java, Git, NLP",1
Head of AI,121453,SE,FT,Israel,L,50,"Data Visualization, AWS, Hadoop, Linux, Deep Learning",9
Research Scientist,57514,MI,CT,Austria,S,0,"Mathematics, MLOps, Computer Vision, Linux, NLP",2
AI Product Manager,184162,SE,PT,United Kingdom,L,50,"TensorFlow, Hadoop, Docker, Mathematics",8
AI Research Scientist,135740,SE,FT,United Kingdom,S,0,"AWS, Python, Mathematics, TensorFlow",9
Research Scientist,37774,EN,CT,Japan,S,100,"Mathematics, NLP, Tableau, Linux, TensorFlow",0
AI Specialist,115486,SE,CT,Austria,L,50,"PyTorch, Mathematics, Tableau, Data Visualization, TensorFlow",8
Deep Learning Engineer,38637,EN,PT,India,M,100,"Azure, TensorFlow, SQL, Tableau",0
Deep Learning Engineer,163609,EX,FT,Ireland,M,50,"Hadoop, PyTorch, TensorFlow",19
AI Specialist,34174,EN,PT,Finland,S,0,"SQL, TensorFlow, R",0
Machine Learning Researcher,63724,EN,FT,Australia,L,100,"Data Visualization, SQL, Deep Learning",0
Head of AI,47715,EN,FT,Finland,L,0,"Hadoop, GCP, NLP, Linux, SQL",1
AI Research Scientist,48152,EN,FL,Ireland,L,0,"R, Azure, Python, Spark, Scala",0
AI Software Engineer,74426,EN,CT,United Kingdom,S,50,"Deep Learning, Spark, Kubernetes, Git, Python",1
Data Analyst,39414,EN,FT,India,S,100,"Linux, Tableau, AWS, Java, PyTorch",1
AI Architect,58685,EN,PT,Japan,L,0,"Tableau, Python, Docker",1
Deep Learning Engineer,69092,SE,FL,Ireland,S,0,"Kubernetes, Hadoop, Data Visualization, NLP",9
NLP Engineer,95706,MI,CT,Australia,L,100,"Python, TensorFlow, PyTorch",2
ML Ops Engineer,50027,MI,FL,Japan,S,0,"Hadoop, AWS, R",2
Machine Learning Researcher,43498,EN,CT,Israel,L,50,"Tableau, Java, Kubernetes, Azure, SQL",1
Robotics Engineer,75426,EN,FT,Canada,M,100,"Python, Computer Vision, NLP",1
Computer Vision Engineer,259535,EX,FL,Australia,L,0,"Docker, Scala, Deep Learning, Python, Spark",19
Data Engineer,228323,EX,FL,France,M,0,"PyTorch, Hadoop, SQL",12
Data Scientist,58509,EN,PT,Canada,M,0,"AWS, R, Statistics, SQL",0
Robotics Engineer,236661,EX,PT,United Kingdom,S,50,"R, Linux, Java, Computer Vision",10
Data Analyst,73979,MI,CT,Canada,M,100,"Git, Python, MLOps, Statistics, Deep Learning",4
Data Scientist,69797,EN,FT,Australia,L,50,"Docker, Data Visualization, AWS, MLOps",0
AI Architect,63533,MI,FT,South Korea,L,100,"Kubernetes, SQL, NLP, AWS, Deep Learning",3
Research Scientist,171132,EX,FT,Finland,L,50,"Java, Kubernetes, Linux, Python, Computer Vision",17
Head of AI,73586,EN,FL,Norway,S,50,"Python, Kubernetes, Spark",1
Data Analyst,117499,EN,PT,Switzerland,L,0,"GCP, Kubernetes, Deep Learning",0
AI Consultant,63608,EN,FL,Sweden,S,100,"Spark, Hadoop, Python, Git, NLP",0
Deep Learning Engineer,77481,MI,FT,China,M,50,"AWS, Statistics, SQL, GCP",3
Head of AI,228223,EX,PT,Sweden,S,50,"SQL, Deep Learning, PyTorch",10
ML Ops Engineer,143094,EX,PT,Ireland,M,50,"NLP, PyTorch, TensorFlow",18
Research Scientist,253257,EX,FL,Denmark,L,0,"Python, Docker, Computer Vision",12
Data Engineer,88152,SE,PT,South Korea,M,50,"Tableau, Python, MLOps",9
Robotics Engineer,105675,MI,CT,Sweden,L,100,"Mathematics, Python, Linux",4
Principal Data Scientist,85522,SE,FL,Japan,L,0,"Kubernetes, GCP, R",5
AI Consultant,91939,MI,FL,Canada,S,0,"Docker, Tableau, Hadoop, TensorFlow",3
Machine Learning Researcher,56259,EN,PT,Canada,L,0,"Mathematics, Docker, Kubernetes",0
Autonomous Systems Engineer,168449,SE,FT,Sweden,L,50,"Data Visualization, Scala, GCP, Python, Docker",7
Data Scientist,38337,EN,FL,India,M,0,"Python, Scala, Linux, SQL, Git",0
ML Ops Engineer,97183,SE,FT,Finland,S,100,"Spark, Linux, MLOps, AWS",9
Deep Learning Engineer,122921,SE,PT,Canada,S,0,"SQL, PyTorch, Data Visualization, MLOps, NLP",6
Deep Learning Engineer,211354,EX,PT,Sweden,S,50,"Linux, GCP, Scala, Java, NLP",16
Autonomous Systems Engineer,70601,SE,PT,Austria,S,100,"Computer Vision, Kubernetes, Scala, Python, Deep Learning",5
Machine Learning Researcher,66340,EN,CT,Canada,S,100,"Java, Computer Vision, NLP, R",1
AI Consultant,114752,SE,FL,Canada,M,0,"Scala, Linux, Tableau, MLOps, NLP",8
AI Consultant,197148,EX,PT,Israel,L,0,"Java, Git, Deep Learning, Azure, MLOps",15
AI Consultant,87068,SE,FT,France,S,0,"Mathematics, Statistics, MLOps",7
Head of AI,90830,MI,CT,Germany,M,100,"Spark, TensorFlow, MLOps, Computer Vision",3
Deep Learning Engineer,101851,SE,FT,South Korea,M,100,"Linux, Python, Tableau",5
Robotics Engineer,68785,MI,FL,South Korea,S,50,"PyTorch, SQL, NLP, Computer Vision, Mathematics",2
Machine Learning Researcher,55728,EN,FT,Germany,M,0,"Tableau, Linux, MLOps, Git",1
Autonomous Systems Engineer,86675,MI,FL,France,L,50,"PyTorch, Python, TensorFlow, MLOps",3
Deep Learning Engineer,196644,EX,FL,France,S,100,"Mathematics, AWS, Computer Vision",16
Machine Learning Researcher,112485,SE,PT,India,L,0,"Linux, Docker, Deep Learning",6
Principal Data Scientist,108843,EN,FL,United States,L,0,"SQL, Scala, Mathematics, Statistics, PyTorch",1
AI Software Engineer,107422,SE,FL,India,M,0,"TensorFlow, GCP, Scala",5
Machine Learning Engineer,59376,EN,CT,Australia,S,100,"TensorFlow, Kubernetes, MLOps",0
Robotics Engineer,142895,MI,FT,Switzerland,M,100,"Azure, R, SQL, GCP, Hadoop",2
Machine Learning Engineer,99872,MI,PT,Australia,L,50,"Kubernetes, Deep Learning, PyTorch, Azure",4
ML Ops Engineer,38835,EN,FT,Austria,M,100,"SQL, GCP, TensorFlow, Azure",1
Data Analyst,255147,EX,CT,Netherlands,M,50,"Azure, Java, Deep Learning, Kubernetes",15
AI Specialist,94462,EN,PT,Netherlands,L,50,"Linux, PyTorch, Spark",0
Principal Data Scientist,40845,EN,PT,Finland,S,0,"Python, Git, Linux, Docker",1
Principal Data Scientist,82060,EN,PT,Canada,L,0,"AWS, Mathematics, Azure, Python, Data Visualization",1
Deep Learning Engineer,59675,EN,CT,China,L,0,"Docker, R, GCP, NLP",0
Data Engineer,50287,EN,CT,Austria,S,0,"Statistics, PyTorch, Deep Learning, R, Spark",0
Machine Learning Engineer,123071,EX,FL,Ireland,L,0,"Linux, NLP, Tableau, SQL, Statistics",14
Robotics Engineer,72160,MI,CT,Israel,L,50,"Data Visualization, Kubernetes, Java, MLOps",2
NLP Engineer,117847,SE,FT,Australia,S,100,"R, Git, NLP, Tableau, Statistics",5
AI Architect,84139,SE,FL,South Korea,S,0,"NLP, TensorFlow, Scala, Statistics, Spark",9
Machine Learning Researcher,83977,MI,CT,France,S,50,"Azure, PyTorch, Data Visualization, Tableau",4
AI Research Scientist,61820,MI,PT,Austria,L,100,"Statistics, MLOps, SQL, Linux",4
Head of AI,234686,EX,FT,Singapore,S,50,"NLP, SQL, Spark, Computer Vision, Kubernetes",16
NLP Engineer,132520,SE,PT,Germany,L,100,"Hadoop, Python, Linux",6
Head of AI,113713,EX,FT,Ireland,S,0,"Mathematics, SQL, TensorFlow, Azure, AWS",13
Machine Learning Researcher,47205,EN,PT,Ireland,S,50,"Git, TensorFlow, Docker",1
NLP Engineer,63414,EN,FT,Singapore,M,50,"SQL, Deep Learning, Mathematics, PyTorch",1
Head of AI,90027,SE,FL,Finland,L,50,"Computer Vision, Python, Linux",8
AI Architect,82748,SE,CT,South Korea,M,0,"R, Spark, Git, Hadoop, Tableau",6
AI Software Engineer,123543,SE,FT,South Korea,L,50,"Computer Vision, PyTorch, Docker, TensorFlow",5
AI Architect,93554,SE,FT,India,M,0,"Python, Kubernetes, Git, Azure, Statistics",9
Research Scientist,111499,SE,PT,South Korea,L,50,"R, Git, MLOps, Azure, Python",5
ML Ops Engineer,89530,SE,CT,Finland,S,0,"Java, Scala, Python, PyTorch, Deep Learning",7
ML Ops Engineer,104568,SE,FT,Germany,S,50,"Deep Learning, TensorFlow, NLP, Java, Azure",8
AI Research Scientist,198915,SE,FT,Norway,L,50,"Python, TensorFlow, Data Visualization, Kubernetes, Deep Learning",7
AI Software Engineer,159180,MI,CT,Switzerland,L,0,"Mathematics, Python, Data Visualization, TensorFlow, Spark",3
Data Scientist,144197,EX,FL,India,S,50,"R, Java, Linux, Python",10
AI Software Engineer,50962,EN,FT,Finland,L,100,"PyTorch, Scala, Java, Deep Learning, Kubernetes",0
AI Architect,152384,SE,PT,Singapore,L,50,"PyTorch, Python, R",9
Head of AI,232337,EX,FL,United Kingdom,L,100,"Kubernetes, R, AWS, Scala",13
AI Product Manager,69472,MI,FL,Japan,S,50,"Python, Linux, Scala, Hadoop, TensorFlow",2
ML Ops Engineer,79677,MI,FL,United Kingdom,S,100,"Statistics, PyTorch, AWS, TensorFlow",4
Machine Learning Engineer,204055,EX,FT,Austria,L,0,"R, Docker, Deep Learning, GCP, Azure",15
Machine Learning Engineer,78460,SE,FT,South Korea,M,50,"Python, Hadoop, Java",8
AI Architect,62393,EN,FT,Singapore,S,50,"Mathematics, SQL, Data Visualization",1
Deep Learning Engineer,117508,MI,CT,Norway,M,0,"AWS, GCP, Python",2
Autonomous Systems Engineer,169472,SE,FL,Norway,L,50,"Docker, Python, Java",9
Robotics Engineer,59494,MI,FL,Ireland,M,0,"TensorFlow, Linux, Kubernetes, Scala",4
AI Research Scientist,141304,SE,FT,Denmark,M,50,"Docker, SQL, Azure, Kubernetes",6
Robotics Engineer,213177,EX,FL,Germany,M,100,"SQL, Data Visualization, Scala",19
Data Analyst,52005,EN,FL,Sweden,S,50,"Spark, Linux, AWS, Mathematics",0
Machine Learning Engineer,155889,MI,FL,Denmark,L,0,"Python, Data Visualization, Git, TensorFlow, Spark",2
Computer Vision Engineer,78280,MI,CT,Singapore,S,100,"Data Visualization, Computer Vision, R",3
Data Analyst,64859,MI,FL,Finland,S,0,"Kubernetes, Tableau, Python, NLP, Mathematics",4
Computer Vision Engineer,80376,MI,FL,Netherlands,M,50,"Spark, Mathematics, Scala, Hadoop",3
NLP Engineer,179466,EX,CT,Netherlands,S,0,"Mathematics, Statistics, Tableau, PyTorch, Linux",14
AI Product Manager,124687,SE,CT,Australia,M,0,"TensorFlow, Scala, Data Visualization, Python",8
Research Scientist,65679,MI,PT,South Korea,L,50,"Kubernetes, Linux, Mathematics, Python, Git",3
AI Research Scientist,40124,EN,FL,Ireland,M,50,"Git, AWS, MLOps, Python, Computer Vision",0
Machine Learning Engineer,291583,EX,CT,Netherlands,L,0,"Python, Git, TensorFlow",19
Data Analyst,119291,EN,PT,Switzerland,L,0,"Git, Mathematics, MLOps, Python, Scala",1
Machine Learning Engineer,189567,EX,CT,Australia,S,0,"Java, Kubernetes, PyTorch, Linux",10
Machine Learning Engineer,176467,EX,FT,Australia,L,50,"Docker, SQL, Deep Learning",10
AI Architect,240570,SE,CT,Switzerland,L,0,"Azure, SQL, Data Visualization, Scala",7
Data Engineer,105387,SE,FT,Sweden,S,50,"SQL, NLP, Tableau",7
Research Scientist,48949,MI,FL,Israel,S,100,"SQL, Git, Java, Mathematics, Tableau",2
AI Product Manager,51548,MI,CT,India,M,100,"Kubernetes, SQL, TensorFlow",4
Data Scientist,178652,EX,FL,China,M,100,"Java, Tableau, Computer Vision",13
Autonomous Systems Engineer,84973,SE,FL,Finland,L,0,"PyTorch, TensorFlow, Hadoop, Deep Learning, Docker",9
Data Engineer,98156,MI,PT,Singapore,S,50,"Mathematics, GCP, Scala",4
Data Analyst,81594,EN,CT,United States,L,0,"Hadoop, Java, Kubernetes",1
Machine Learning Researcher,73923,MI,PT,Finland,L,100,"R, Tableau, SQL, Git, Deep Learning",3
Data Scientist,75459,MI,FL,Australia,S,50,"Statistics, Azure, Deep Learning, Mathematics, Computer Vision",4
AI Specialist,186793,EX,FT,Canada,L,50,"Scala, Hadoop, Tableau",10
Computer Vision Engineer,96552,MI,PT,United Kingdom,M,0,"Python, Tableau, Git, Data Visualization",3
Principal Data Scientist,82240,SE,CT,South Korea,M,50,"TensorFlow, Mathematics, Deep Learning, Azure, Linux",5
AI Architect,116310,MI,PT,Denmark,L,0,"Git, GCP, Python, Kubernetes",2
Autonomous Systems Engineer,159928,SE,CT,Norway,S,0,"SQL, Linux, PyTorch, Tableau",8
Deep Learning Engineer,68513,EN,FL,Denmark,S,50,"SQL, NLP, PyTorch, Git",0
Machine Learning Researcher,45999,EN,FL,China,S,100,"Scala, NLP, Data Visualization",0
Machine Learning Engineer,183692,SE,CT,United Kingdom,L,0,"Scala, SQL, Computer Vision, Deep Learning, Docker",8
Machine Learning Researcher,46188,EN,FT,India,M,100,"Scala, Git, Computer Vision, Hadoop",1
AI Research Scientist,141440,SE,FT,Netherlands,M,0,"NLP, PyTorch, Tableau, Spark, Deep Learning",6
Machine Learning Engineer,60859,MI,FL,India,M,100,"Scala, Azure, Statistics, Linux, Computer Vision",2
Autonomous Systems Engineer,222536,SE,FT,Switzerland,L,50,"Data Visualization, SQL, Docker, Mathematics",8
Principal Data Scientist,78165,EN,FL,Switzerland,M,0,"SQL, Java, Computer Vision, Kubernetes",1
AI Specialist,51821,MI,FT,Ireland,M,100,"R, Computer Vision, SQL, GCP",4
Data Engineer,90770,SE,FL,India,S,100,"TensorFlow, Python, Docker, Statistics, Deep Learning",8
AI Research Scientist,219209,EX,FT,Australia,M,100,"SQL, Hadoop, MLOps, Deep Learning, TensorFlow",13
ML Ops Engineer,150601,EX,PT,Singapore,S,0,"MLOps, PyTorch, Java, Scala",18
Machine Learning Engineer,72571,MI,PT,Austria,L,100,"AWS, Scala, Kubernetes, Deep Learning",3
Autonomous Systems Engineer,84035,MI,CT,China,L,50,"SQL, Azure, Tableau",2
Principal Data Scientist,126831,SE,FT,United Kingdom,S,0,"SQL, MLOps, Tableau, Kubernetes",9
AI Specialist,83776,SE,PT,Finland,M,100,"Kubernetes, Computer Vision, Spark, Statistics",9
Data Engineer,188284,EX,PT,Germany,M,100,"Python, TensorFlow, Mathematics",12
AI Product Manager,82981,MI,FL,China,L,100,"Computer Vision, Linux, Scala",4
AI Research Scientist,159917,SE,CT,Netherlands,M,0,"Tableau, GCP, Statistics",7
AI Consultant,193451,EX,CT,Norway,S,100,"NLP, Python, GCP, Tableau",12
Machine Learning Engineer,72053,EN,FT,Denmark,M,100,"Kubernetes, NLP, Azure",1
Principal Data Scientist,51840,MI,PT,Israel,M,50,"R, PyTorch, AWS",3
AI Architect,119975,MI,FL,Switzerland,L,100,"AWS, SQL, Python, TensorFlow",2
Robotics Engineer,251718,EX,CT,Singapore,L,50,"Statistics, AWS, TensorFlow, Python",19
Head of AI,62962,EN,FL,Austria,L,50,"Python, Tableau, Data Visualization, Scala",0
Data Scientist,107125,MI,PT,Sweden,L,50,"Data Visualization, Python, Mathematics",2
Data Scientist,306266,EX,FL,Singapore,L,50,"AWS, Deep Learning, Tableau",16
Data Analyst,48573,EN,FT,India,L,0,"Tableau, Data Visualization, Azure, GCP, Mathematics",1
Data Scientist,33546,EN,PT,Finland,S,50,"PyTorch, SQL, NLP, Hadoop, GCP",1
NLP Engineer,74504,MI,FT,Australia,M,50,"Hadoop, Linux, Data Visualization",2
AI Software Engineer,53292,EN,FL,Israel,M,50,"SQL, Scala, Azure",1
Deep Learning Engineer,83620,MI,FT,Ireland,L,50,"Linux, Azure, GCP",2
AI Product Manager,38104,EN,FL,Japan,S,0,"Data Visualization, Spark, NLP, Mathematics, Deep Learning",0
AI Architect,73776,MI,PT,Germany,S,0,"Python, Scala, Deep Learning, Statistics, Tableau",4
Principal Data Scientist,274301,EX,CT,Denmark,L,50,"TensorFlow, Deep Learning, Linux, R",16
Machine Learning Engineer,145626,SE,CT,United States,M,50,"NLP, Computer Vision, Tableau, TensorFlow",9
Principal Data Scientist,74964,EN,FL,Canada,M,100,"Azure, Python, Linux, Statistics",1
AI Specialist,88508,SE,FT,South Korea,M,0,"Docker, Python, TensorFlow",8
NLP Engineer,104599,EX,FL,Finland,M,0,"Scala, SQL, Git",12
Research Scientist,145356,SE,PT,Netherlands,L,0,"Hadoop, Tableau, Deep Learning",5
AI Product Manager,142142,SE,CT,United Kingdom,S,100,"Python, Git, Java, Hadoop",6
AI Specialist,198340,EX,PT,United States,L,100,"NLP, R, Docker, SQL",13
Data Scientist,266719,EX,PT,Sweden,L,50,"Hadoop, Scala, GCP, Docker",18
Head of AI,58877,EN,CT,Germany,M,0,"PyTorch, TensorFlow, Python, Java",1
NLP Engineer,84641,MI,PT,France,S,0,"R, Hadoop, Python, Azure, Data Visualization",3
Data Analyst,156699,SE,FL,Singapore,L,100,"Kubernetes, Computer Vision, Hadoop, Statistics",5
AI Software Engineer,73752,MI,FL,Israel,L,100,"GCP, Python, Mathematics",3
Data Engineer,175297,EX,FT,Israel,M,100,"Tableau, GCP, Deep Learning, SQL, Python",11
AI Specialist,170571,SE,FL,Germany,L,100,"Tableau, NLP, Hadoop",5
Computer Vision Engineer,295058,EX,CT,United States,L,0,"Deep Learning, Git, AWS",18
Autonomous Systems Engineer,128911,MI,CT,United States,M,50,"Tableau, MLOps, Kubernetes, SQL",4
